Official Name Suburb,Official Name State
Wooramel,Western Australia
Wungong,Western Australia
Yabberup,Western Australia
Yallabatharra,Western Australia
Yarloop,Western Australia
Yilliminning,Western Australia
Berriedale,Tasmania
Cairns Bay,Tasmania
Caveside,Tasmania
Exton,Tasmania
Gawler,Tasmania
Harford,Tasmania
Kings Meadows,Tasmania
Kingston,Tasmania
Kingston Beach,Tasmania
Lapoinya,Tasmania
Levendale,Tasmania
Longford,Tasmania
Lower Wilmot,Tasmania
Naracoopa,Tasmania
Nelson Bay,Tasmania
Nowhere Else,Tasmania
Nunamara,Tasmania
Palana,Tasmania
Ranga,Tasmania
Retreat,Tasmania
Rosegarland,Tasmania
Rosny Park,Tasmania
Styx,Tasmania
Swan Point,Tasmania
Tullah,Tasmania
Waverley,Tasmania
Woodbury,Tasmania
Alpurrurulam,Northern Territory
Freds Pass,Northern Territory
Gray,Northern Territory
Gunn,Northern Territory
Herbert,Northern Territory
Lee Point,Northern Territory
Mitchell,Northern Territory
Rum Jungle,Northern Territory
Stapleton,Northern Territory
Yirrkala,Northern Territory
Fadden,Australian Capital Territory
Farrer,Australian Capital Territory
Uriarra Village,Australian Capital Territory
Yarralumla,Australian Capital Territory
Acacia Creek,New South Wales
Anambah,New South Wales
Anembo,New South Wales
Anna Bay,New South Wales
Appleby,New South Wales
Ashby,New South Wales
Auburn,New South Wales
Baan Baa,New South Wales
Bankstown Aerodrome,New South Wales
Barmedman,New South Wales
Barringella,New South Wales
Batehaven,New South Wales
Beaconsfield,New South Wales
Berremangra,New South Wales
Bilambil Heights,New South Wales
Bingara,New South Wales
Birganbigil,New South Wales
Birmingham Gardens,New South Wales
Bobadah,New South Wales
Boco,New South Wales
Boomanoomana,New South Wales
Bootawa,New South Wales
Brinerville,New South Wales
Brooklana,New South Wales
Broughton,New South Wales
Buckra Bendinni,New South Wales
Cabramurra,New South Wales
Cadia,New South Wales
Canbelego,New South Wales
Carlaminda,New South Wales
Castle Doyle,New South Wales
Chain Valley Bay,New South Wales
Chichester,New South Wales
Clare,New South Wales
Clemton Park,New South Wales
Colinton,New South Wales
Coolangubra,New South Wales
Coolongolook,New South Wales
Coolumburra,New South Wales
Corney Town,New South Wales
Currawarna,New South Wales
Dabee,New South Wales
Dondingalong,New South Wales
Doyles River,New South Wales
Dumbudgery,New South Wales
Elderslie,New South Wales
Eltham,New South Wales
Eugowra,New South Wales
Forest Hill,New South Wales
Fullerton,New South Wales
Garah,New South Wales
Garland,New South Wales
Ghinni Ghinni,New South Wales
Gilead,New South Wales
Goonoo Forest,New South Wales
Grafton,New South Wales
Green Creek,New South Wales
Greenethorpe,New South Wales
Halls Creek,New South Wales
Harpers Hill,New South Wales
Hillsborough,New South Wales
Hillvue,New South Wales
Hopkins Creek,New South Wales
Horse Station Creek,New South Wales
Hurstville Grove,New South Wales
Jerrara,New South Wales
Jingera,New South Wales
Kahibah,New South Wales
Kameruka,New South Wales
Kemps Creek,New South Wales
Kerewong,New South Wales
Kiar,New South Wales
Kinghorne,New South Wales
Kingstown,New South Wales
Kosciuszko,New South Wales
Kotara South,New South Wales
Kyogle,New South Wales
Lalor Park,New South Wales
Leadville,New South Wales
Lismore Heights,New South Wales
Little Jacks Creek,New South Wales
Locksley,New South Wales
Logie Brae,New South Wales
Lyndhurst,New South Wales
Macquarie Marshes,New South Wales
Macquarie Park,New South Wales
Medlow Bath,New South Wales
Memagong,New South Wales
Mendooran,New South Wales
Middle Dural,New South Wales
Middleton Grange,New South Wales
Miranda,New South Wales
Mogilla,New South Wales
Mondayong,New South Wales
Monivae,New South Wales
Mount Dee,New South Wales
Mount Foster,New South Wales
Mount Werong,New South Wales
Mudgee,New South Wales
Mulyandry,New South Wales
Murrin Bridge,New South Wales
Murrurundi,New South Wales
Neutral Bay,New South Wales
North Wahroonga,New South Wales
Norway,New South Wales
Oakey Park,New South Wales
Oberne Creek,New South Wales
Pambula,New South Wales
Pola Creek,New South Wales
Pomeroy,New South Wales
Sanctuary Point,New South Wales
Sodwalls,New South Wales
South Windsor,New South Wales
State Mine Gully,New South Wales
Stockyard Creek,New South Wales
Strathfield,New South Wales
Talarm,New South Wales
Tallawang,New South Wales
Tambaroora,New South Wales
Taradale,New South Wales
Terramungamine,New South Wales
Tharbogang,New South Wales
Tinpot,New South Wales
Wakeley,New South Wales
Wattamolla,New South Wales
Waverton,New South Wales
West Ryde,New South Wales
West Wollongong,New South Wales
Wetherill Park,New South Wales
Whale Beach,New South Wales
Wiangaree,New South Wales
Willina,New South Wales
Willow Vale,New South Wales
Wingadee,New South Wales
Wollombi,New South Wales
Womerah,New South Wales
Woodbine,New South Wales
Woolners Arm,New South Wales
Wyee,New South Wales
Yarraman,New South Wales
Abbotsford,Victoria
Alma,Victoria
Amherst,Victoria
Apsley,Victoria
Avenel,Victoria
Balaclava,Victoria
Barnadown,Victoria
Barrakee,Victoria
Baw Baw Village,Victoria
Big Desert,"South Australia,Victoria"
Boundary Bend,Victoria
Bradford,Victoria
Bravington,Victoria
Carlton North,Victoria
Carrajung,Victoria
Chapel Flat,Victoria
Cloverlea,Victoria
Clyde,Victoria
Cobram,Victoria
Corack,Victoria
Coragulac,Victoria
Corop,Victoria
Cranbourne East,Victoria
Cundare North,Victoria
Dallas,Victoria
Darlington,Victoria
Dean,Victoria
Dhurringile,Victoria
Dromana,Victoria
Drouin West,Victoria
Drummond,Victoria
East Sale,Victoria
Eversley,Victoria
Footscray,Victoria
Glendaruel,Victoria
Gre Gre South,Victoria
Hampton Park,Victoria
Homebush,Victoria
Hoppers Crossing,Victoria
Horsham,Victoria
Icy Creek,Victoria
Kamarooka,Victoria
Keysborough,Victoria
Kilsyth South,Victoria
Kingsville,Victoria
Koallah,Victoria
Kongwak,Victoria
Koonwarra,Victoria
Lang Lang East,Victoria
Langdons Hill,Victoria
Leongatha North,Victoria
Lockwood,Victoria
Maldon,Victoria
Mardan,Victoria
Metcalfe East,Victoria
Murrayville,Victoria
Murroon,Victoria
Nathalia,Victoria
Newlyn,Victoria
Ninda,Victoria
North Geelong,Victoria
Northwood,Victoria
Ormond,Victoria
Porcupine Ridge,Victoria
Pyramid Hill,Victoria
Rich Avon East,Victoria
Ross Creek,Victoria
Rossbridge,Victoria
Rostron,Victoria
Samaria,Victoria
Sandy Point,Victoria
Sassafras,Victoria
Sidonia,Victoria
Skye,Victoria
Spring Gully,Victoria
Strathallan,Victoria
Strathmore Heights,Victoria
Sunday Creek,Victoria
Teddywaddy West,Victoria
Templestowe,Victoria
Tempy,Victoria
The Gurdies,Victoria
Thomastown,Victoria
Towaninny South,Victoria
Wando Bridge,Victoria
Warrak,Victoria
Whiteheads Creek,Victoria
Whitelaw,Victoria
Whitlands,Victoria
Whroo,Victoria
Willung,Victoria
Woodend North,Victoria
Wooreen,Victoria
Yabba North,Victoria
Yannathan,Victoria
Yielima,Victoria
Yinnar,Victoria
Adare,Queensland
Aeroglen,Queensland
Amiens,Queensland
Araluen,Queensland
Ascot,Queensland
Baree,Queensland
Belvedere,Queensland
Birnam,Queensland
Birtinya,Queensland
Black Mountain,Queensland
Blackstone,Queensland
Blackwater,Queensland
Bombeeta,Queensland
Breadalbane,Queensland
Bringalily,Queensland
Broadmere,Queensland
Brovinia,Queensland
Buckingham,Queensland
Buderim,Queensland
Bungeworgorai,Queensland
Burdell,Queensland
Calavos,Queensland
Chelmer,Queensland
Chirnside,Queensland
Claraville,Queensland
Clear Island Waters,Queensland
Clinton,Queensland
Coalfalls,Queensland
Coomera,Queensland
Cressbrook Creek,Queensland
Curramore,Queensland
Dagmar,Queensland
Dumbleton,Queensland
Dundathu,Queensland
Durack,Queensland
Eagleby,Queensland
East Greenmount,Queensland
Eidsvold West,Queensland
Gigoomgan,Queensland
Gindie,Queensland
Glenaubyn,Queensland
Glengallan,Queensland
Goondi Bend,Queensland
Goowarra,Queensland
Gunalda,Queensland
Habana,Queensland
Harrisville,Queensland
Hillview,Queensland
Homestead,Queensland
Hookswood,Queensland
Horse Camp,Queensland
Hudson,Queensland
Kawl Kawl,Queensland
Kooringal,Queensland
Lammermoor,Queensland
Limevale,Queensland
Lizard,Queensland
Lota,Queensland
Lyndhurst,Queensland
Malu,Queensland
McCutcheon,Queensland
Mer Island,Queensland
Missen Flat,Queensland
Mona Mona,Queensland
Mondure,Queensland
Moorina,Queensland
Mothar Mountain,Queensland
Mount Kynoch,Queensland
Mount Mee,Queensland
Mount Nebo,Queensland
Mount Steadman,Queensland
Muldu,Queensland
Muttaburra,Queensland
New Moonta,Queensland
No 6 Branch,Queensland
Noccundra,Queensland
Noosa North Shore,Queensland
North Mackay,Queensland
Norwell,Queensland
O'Briens Hill,Queensland
Oxenford,Queensland
Oxford,Queensland
Pimpama,Queensland
Prince Henry Heights,Queensland
Rangemore,Queensland
Red Hill,Queensland
Rewan,Queensland
Richlands,Queensland
Riverbend,Queensland
Rockyview,Queensland
Salisbury,Queensland
Sandgate,Queensland
South Kolan,Queensland
Springbrook,Queensland
Stamford,Queensland
Stockhaven,Queensland
Stratford,Queensland
Sujeewong,Queensland
Sunshine Acres,Queensland
Sunshine Beach,Queensland
Susan River,Queensland
Talegalla Weir,Queensland
Tanawha,Queensland
Tarzali,Queensland
Te Kowai,Queensland
Thagoona,Queensland
The Keppels,Queensland
Towen Mountain,Queensland
Umagico,Queensland
Upper Lockyer,Queensland
Upper Pilton,Queensland
Varsity Lakes,Queensland
Villeneuve,Queensland
Wanora,Queensland
Wattlebank,Queensland
Winfield,Queensland
Withcott,Queensland
Woodlands,Queensland
Woongarra,Queensland
Yagoonya,Queensland
Yalboroo,Queensland
Yuleba,Queensland
Avenue Range,South Australia
Back Valley,South Australia
Beulah Park,South Australia
Black Point,South Australia
Bridgewater,South Australia
Burdett,South Australia
Butler,South Australia
Camden Park,South Australia
Chiton,South Australia
Colton,South Australia
Corunna Station,South Australia
Crescent,South Australia
Cummins,South Australia
Dawson,South Australia
Forest Range,South Australia
Forestville,South Australia
Germein Bay,South Australia
Gladstone,South Australia
Glandore,South Australia
Golden Grove,South Australia
Goodwood,South Australia
Greenwith,South Australia
Halidon,South Australia
Henley Beach South,South Australia
Joanna,South Australia
Kalka,South Australia
Karte,South Australia
Kepa,South Australia
Koppamurra,South Australia
Koppio,South Australia
Lake Torrens,South Australia
Lindley,South Australia
Littlehampton,South Australia
Maggea,South Australia
Manoora,South Australia
Mantung,South Australia
Marble Hill,South Australia
McCracken,South Australia
Merriton,South Australia
Morphett Vale,South Australia
Mount Burr,South Australia
Moyhall,South Australia
Murputja - Nyapari,South Australia
Muston,South Australia
Mypolonga,South Australia
Naturi,South Australia
Netherton,South Australia
Pearlah,South Australia
Racecourse Bay,South Australia
Redwood Park,South Australia
Reeves Plains,South Australia
Renown Park,South Australia
Risdon Park South,South Australia
SA Remainder,South Australia
Semaphore,South Australia
Seppeltsfield,South Australia
Springfield,South Australia
Sunnydale,South Australia
Tiatukia,South Australia
Tooligie,South Australia
Tooperang,South Australia
Torrensville,South Australia
Verdun,South Australia
Waikerie,South Australia
Wappilka,South Australia
Warburto,South Australia
Wattle Range East,South Australia
Wigley Flat,South Australia
Willunga,South Australia
Wisanger,South Australia
Woodside,South Australia
Woodville West,South Australia
Alexandra Bridge,Western Australia
Balga,Western Australia
Blythewood,Western Australia
Broadwater,Western Australia
Broomehill East,Western Australia
Cleary,Western Australia
Codjatotine,Western Australia
Cramphorne,Western Australia
Cunjardine,Western Australia
Currambine,Western Australia
Dalwallinu,Western Australia
Dangin,Western Australia
Darch,Western Australia
Dulyalbin,Western Australia
Ellendale,Western Australia
Erskine,Western Australia
Fitzroy Crossing,Western Australia
Granville,Western Australia
Jelcobine,Western Australia
Kallaroo,Western Australia
Karloo,Western Australia
Lake Darlot,Western Australia
Lennard Brook,Western Australia
Malebelling,Western Australia
Manmanning,Western Australia
Merredin,Western Australia
Miling,Western Australia
Mills Lake,Western Australia
Moondah,Western Australia
Moore River National Park,Western Australia
Mount Helena,Western Australia
Myrup,Western Australia
Norpa,Western Australia
Northbridge,Western Australia
Osmington,Western Australia
Paraburdoo,Western Australia
Peaceful Bay,Western Australia
Peppermint Grove,Western Australia
Postans,Western Australia
Prevelly,Western Australia
Roebourne,Western Australia
Salter Point,Western Australia
Sawyers Valley,Western Australia
South Perth,Western Australia
Spencers Brook,Western Australia
Stratherne,Western Australia
Tjukurla,Western Australia
Trigwell,Western Australia
Viveash,Western Australia
Waddy Forest,Western Australia
Wansbrough,Western Australia
Whim Creek,Western Australia
Acton,Tasmania
Antill Ponds,Tasmania
Boat Harbour,Tasmania
Bothwell,Tasmania
Butlers Gorge,Tasmania
Cradoc,Tasmania
Dilston,Tasmania
Elliott,Tasmania
Flowerdale,Tasmania
Lutana,Tasmania
Mella,Tasmania
Molesworth,Tasmania
Mount Rumney,Tasmania
Ouse,Tasmania
Parkham,Tasmania
Pearshape,Tasmania
Pelham,Tasmania
Pontville,Tasmania
Romaine,Tasmania
Saltwater River,Tasmania
Sandy Bay,Tasmania
Seymour,Tasmania
Sisters Beach,Tasmania
South Arm,Tasmania
Southport,Tasmania
Southwest,Tasmania
Spalford,Tasmania
Sunnyside,Tasmania
Tranmere,Tasmania
Tyenna,Tasmania
West Coast,Tasmania
Alawa,Northern Territory
Anindilyakwa,Northern Territory
Belyuen,Northern Territory
Daly River,Northern Territory
East Arm,Northern Territory
Kunparrka,Northern Territory
Manton,Northern Territory
Millner,Northern Territory
Miniyeri,Northern Territory
Wadeye,Northern Territory
West Arnhem,Northern Territory
Hackett,Australian Capital Territory
Agnes Banks,New South Wales
Airds,New South Wales
Angledale,New South Wales
Arable,New South Wales
Austral Eden,New South Wales
Avoca,New South Wales
Backwater,New South Wales
Badgerys Creek,New South Wales
Bagnoo,New South Wales
Bald Hills,New South Wales
Baldry,New South Wales
Bective,New South Wales
Beecroft,New South Wales
Belimbla Park,New South Wales
Berrilee,New South Wales
Bevendale,New South Wales
Beverly Hills,New South Wales
Bilpin,New South Wales
Bimberi,New South Wales
Biniguy,New South Wales
Binjura,New South Wales
Boambolo,New South Wales
Booral,New South Wales
Borah Creek,New South Wales
Boree,New South Wales
Bretti,New South Wales
Brindabella,"Australian Capital Territory,New South Wales"
Browns Creek,New South Wales
Buccarumbi,New South Wales
Bundabah,New South Wales
Bundemar,New South Wales
Burraboi,New South Wales
Cambridge Plateau,New South Wales
Capertee,New South Wales
Carcoar,New South Wales
Carrathool,New South Wales
Carrington Falls,New South Wales
Carrowbrook,New South Wales
Cavan,New South Wales
Charlotte Bay,New South Wales
Chillingham,New South Wales
Chittaway Bay,New South Wales
Clybucca,New South Wales
Coasters Retreat,New South Wales
Collendina,New South Wales
Collins Creek,New South Wales
Congarinni North,New South Wales
Coniston,New South Wales
Cooma,New South Wales
Cordeaux Heights,New South Wales
Coxs Crown,New South Wales
Culmaran Creek,New South Wales
Cundle Flat,New South Wales
Cuttabri,New South Wales
Darlington,New South Wales
Deniliquin,New South Wales
East Branxton,New South Wales
East Lindfield,New South Wales
Ebor,New South Wales
Eccleston,New South Wales
Eden Creek,New South Wales
Elcombe,New South Wales
Ettalong Beach,New South Wales
Eureka,New South Wales
Eurunderee,New South Wales
Fairy Hill,New South Wales
Fern Bay,New South Wales
Fishermans Paradise,New South Wales
Fletcher,New South Wales
Forest Lodge,New South Wales
Forster,New South Wales
Frogmore,New South Wales
Gloucester,New South Wales
Greengrove,New South Wales
Greenwich Park,New South Wales
Guerilla Bay,New South Wales
Gunningbland,New South Wales
Helensburgh,New South Wales
Higher Macdonald,New South Wales
Horsfield Bay,New South Wales
Howards Grass,New South Wales
Howlong,New South Wales
Joes Box,New South Wales
Kendall,New South Wales
Kensington,New South Wales
Kippenduff,New South Wales
Kurrajong Heights,New South Wales
La Perouse,New South Wales
Lambs Valley,New South Wales
Lanitza,New South Wales
Lansvale,New South Wales
Leets Vale,New South Wales
Leycester,New South Wales
Lillian Rock,New South Wales
Logans Crossing,New South Wales
Long Point,New South Wales
Lucknow,New South Wales
Majors Creek,New South Wales
Maldon,New South Wales
Mangoplah,New South Wales
Mangrove Creek,New South Wales
Manilla,New South Wales
Maragle,New South Wales
Maules Creek,New South Wales
McLeods Shoot,New South Wales
Meadowbank,New South Wales
Menai,New South Wales
Micalo Island,New South Wales
Moggs Swamp,New South Wales
Monia Gap,New South Wales
Mooneba,New South Wales
Mooney Mooney,New South Wales
Morpeth,New South Wales
Mount Aquila,New South Wales
Mount Cooper,New South Wales
Mount Lambie,New South Wales
Mount Vernon,New South Wales
Munderoo,New South Wales
Myrtle Mountain,New South Wales
Myuna Bay,New South Wales
Narara,New South Wales
Nashdale,New South Wales
Nebea,New South Wales
North Albury,New South Wales
Nungatta South,New South Wales
Old Guildford,New South Wales
Paddys Flat,New South Wales
